id,platform,text,timestamp
326,Instagram,Mi proud a di new youth program in Mandeville 🇯🇲,2025-10-15 15:10:00
327,X,"Cost of living is ridiculous in Montego Bay, people a struggle 😓",2025-10-15 06:37:00
328,X,Mi cyaan wait fi di next music festival in St. Ann! 🎶,2025-10-15 19:44:00
329,YouTube,Training hard for the upcoming marathon in Ocho Rios 🏃‍♂️,2025-10-16 19:21:00
330,Instagram,Di bus never show up again in Mandeville 😩,2025-10-18 00:51:00
331,YouTube,Mi cyaan wait fi di next music festival in Mandeville! 🎶,2025-10-16 18:01:00
332,Instagram,"Di road dem a bad shape in Montego Bay, we need fix it.",2025-10-15 17:45:00
333,YouTube,Mi hungry fi some jerk chicken in Portmore 🍗,2025-10-16 19:36:00
334,X,"Budget proposals are out, what do you think about St. Catherine? 💰",2025-10-16 05:37:00
335,X,Did you see that crazy goal last night for St. Ann ⚽,2025-10-16 19:38:00
336,X,Street food a sell out fast in Mandeville 🌮,2025-10-15 19:18:00
337,Instagram,"New album by Reggae Soul just dropped, it's fire 🔥",2025-10-17 19:13:00
338,YouTube,Hope the new law improves public services about Portmore 📜,2025-10-15 06:37:00
339,Instagram,Street food a sell out fast in Negril 🌮,2025-10-15 10:59:00
340,Instagram,Street food a sell out fast in Spanish Town 🌮,2025-10-15 04:58:00
341,YouTube,Training hard for the upcoming marathon in Montego Bay 🏃‍♂️,2025-10-17 18:28:00
342,Instagram,Mi proud a di new youth program in Montego Bay 🇯🇲,2025-10-16 12:03:00
343,Instagram,"Mi seh, di vibes at di concert in Portmore did wicked! 🎵",2025-10-17 11:26:00
344,X,Di bus never show up again in St. Catherine 😩,2025-10-15 19:37:00
345,Instagram,"Water shortage again in Negril, people a suffer.",2025-10-17 16:25:00
346,X,"Crime rates are going up in Spanish Town, stay safe out there 🚨",2025-10-17 00:35:00
347,Instagram,"Crime rates are going up in Ocho Rios, stay safe out there 🚨",2025-10-16 20:34:00
348,Instagram,Di power cut last night was rough in St. Catherine ⚡,2025-10-15 14:18:00
349,Instagram,Street food a sell out fast in Negril 🌮,2025-10-17 13:05:00
350,YouTube,Mi hungry fi some jerk chicken in St. Ann 🍗,2025-10-17 19:03:00
351,YouTube,"Di road dem a bad shape in Kingston, we need fix it.",2025-10-16 12:05:00
352,Instagram,Government needs to do more for the people in St. Ann 😠,2025-10-16 10:31:00
353,Instagram,Mi proud a di new youth program in Spanish Town 🇯🇲,2025-10-15 13:27:00
354,Instagram,"New album by Reggae Soul just dropped, it's fire 🔥",2025-10-17 09:29:00
355,Instagram,"Water shortage again in Negril, people a suffer.",2025-10-17 08:17:00
356,YouTube,Di bus never show up again in Portmore 😩,2025-10-15 07:13:00
357,X,Can’t believe another shooting happened in Kingston 😡,2025-10-17 15:26:00
358,Instagram,Street food a sell out fast in Kingston 🌮,2025-10-16 05:30:00
359,Instagram,"Taxes keep going up, when will it stop in St. Catherine? 💸",2025-10-16 00:05:00
360,Instagram,"Taxes keep going up, when will it stop in Mandeville? 💸",2025-10-16 00:42:00
361,Instagram,"Taxes keep going up, when will it stop in Ocho Rios? 💸",2025-10-16 21:49:00
362,X,The Prime Minister announced new policies today in Spanish Town 🇯🇲,2025-10-17 12:58:00
363,X,"New album by Island Nights just dropped, it's fire 🔥",2025-10-16 19:49:00
364,Instagram,Mi glad fi see di Reggae Boyz win dem match in Negril!,2025-10-16 10:46:00
365,YouTube,Can’t believe another shooting happened in Kingston 😡,2025-10-17 21:35:00
366,Instagram,Mi hungry fi some jerk chicken in St. Ann 🍗,2025-10-15 20:56:00
367,Instagram,"Mi seh, di vibes at di concert in Portmore did wicked! 🎵",2025-10-16 23:34:00
368,YouTube,Government needs to do more for the people in Montego Bay 😠,2025-10-16 18:02:00
369,X,Can’t believe another shooting happened in St. Ann 😡,2025-10-16 11:38:00
370,YouTube,"Cost of living is ridiculous in St. Ann, people a struggle 😓",2025-10-17 13:44:00
371,X,Mi glad fi see di Reggae Boyz win dem match in Negril!,2025-10-17 11:46:00
372,YouTube,Did you see that crazy goal last night for Negril ⚽,2025-10-15 18:36:00
373,X,Di bus never show up again in Ocho Rios 😩,2025-10-17 15:33:00
374,Instagram,Mi cyaan wait fi di next music festival in Ocho Rios! 🎶,2025-10-17 15:45:00
375,X,Mi proud a di new youth program in Kingston 🇯🇲,2025-10-15 19:25:00
376,X,Di bus never show up again in Mandeville 😩,2025-10-15 00:54:00
377,X,Hope the new law improves public services about Spanish Town 📜,2025-10-16 05:39:00
378,X,Mi cyaan wait fi di next music festival in Mandeville! 🎶,2025-10-15 00:44:00
379,Instagram,"Di road dem a bad shape in St. Catherine, we need fix it.",2025-10-15 09:09:00
380,X,"Water shortage again in St. Ann, people a suffer.",2025-10-17 02:19:00
381,Instagram,"Mi seh, di vibes at di concert in Mandeville did wicked! 🎵",2025-10-15 10:43:00
382,X,Mi proud a di new youth program in Portmore 🇯🇲,2025-10-17 13:17:00
383,YouTube,Did you see that crazy goal last night for Kingston ⚽,2025-10-17 20:16:00
384,X,Mi proud a di new youth program in Kingston 🇯🇲,2025-10-17 16:45:00
385,YouTube,"Cost of living is ridiculous in Portmore, people a struggle 😓",2025-10-16 00:12:00
386,YouTube,"Cost of living is ridiculous in Mandeville, people a struggle 😓",2025-10-16 17:34:00
387,X,Di power cut last night was rough in Mandeville ⚡,2025-10-17 13:47:00
388,Instagram,"Mi seh, di vibes at di concert in Mandeville did wicked! 🎵",2025-10-16 22:54:00
389,X,Government needs to do more for the people in Spanish Town 😠,2025-10-16 09:06:00
390,Instagram,Training hard for the upcoming marathon in St. Ann 🏃‍♂️,2025-10-17 22:04:00
391,X,The Prime Minister announced new policies today in Kingston 🇯🇲,2025-10-15 20:15:00
392,Instagram,"Crime rates are going up in Ocho Rios, stay safe out there 🚨",2025-10-16 12:09:00
393,X,Training hard for the upcoming marathon in Kingston 🏃‍♂️,2025-10-16 21:19:00
394,X,Gas prices are killing me today in St. Ann 😤,2025-10-15 01:42:00
395,Instagram,Training hard for the upcoming marathon in Ocho Rios 🏃‍♂️,2025-10-16 03:27:00
396,X,Gas prices are killing me today in St. Ann 😤,2025-10-16 22:14:00
397,Instagram,Training hard for the upcoming marathon in Kingston 🏃‍♂️,2025-10-15 05:42:00
398,YouTube,"That movie 'Fast Waves' was epic, totally worth it 🎬",2025-10-16 21:02:00
399,Instagram,Di bus never show up again in Ocho Rios 😩,2025-10-15 12:47:00
400,Instagram,"That movie 'Jungle Quest' was epic, totally worth it 🎬",2025-10-17 23:39:00
401,Instagram,"Cost of living is ridiculous in Montego Bay, people a struggle 😓",2025-10-15 07:12:00
402,Instagram,PM's speech today was inspiring about Mandeville 🙌,2025-10-17 15:07:00
403,Instagram,"Crime rates are going up in St. Ann, stay safe out there 🚨",2025-10-16 17:58:00
404,X,Gas prices are killing me today in St. Ann 😤,2025-10-15 05:54:00
405,YouTube,Our team won the championship in Mandeville! 🏆,2025-10-17 03:49:00
406,X,PM's speech today was inspiring about Mandeville 🙌,2025-10-16 04:30:00
407,Instagram,Hope the new law improves public services about Portmore 📜,2025-10-15 07:28:00
408,X,Mi proud a di new youth program in Spanish Town 🇯🇲,2025-10-16 07:45:00
409,Instagram,"Taxes keep going up, when will it stop in Kingston? 💸",2025-10-17 10:02:00
410,YouTube,Training hard for the upcoming marathon in Mandeville 🏃‍♂️,2025-10-16 19:19:00
411,X,"Mi seh, di vibes at di concert in Ocho Rios did wicked! 🎵",2025-10-17 12:38:00
412,X,"Taxes keep going up, when will it stop in Spanish Town? 💸",2025-10-16 21:45:00
413,Instagram,Government needs to do more for the people in Mandeville 😠,2025-10-17 03:22:00
414,YouTube,Gas prices are killing me today in Mandeville 😤,2025-10-15 16:31:00
415,Instagram,Di bus never show up again in St. Catherine 😩,2025-10-15 22:47:00
416,YouTube,"Budget proposals are out, what do you think about Spanish Town? 💰",2025-10-15 17:37:00
417,Instagram,Mi proud a di new youth program in Mandeville 🇯🇲,2025-10-16 13:19:00
418,Instagram,Mi glad fi see di Reggae Boyz win dem match in Ocho Rios!,2025-10-16 22:41:00
419,YouTube,Our team won the championship in Montego Bay! 🏆,2025-10-15 07:25:00
420,YouTube,Can’t believe another shooting happened in Ocho Rios 😡,2025-10-16 10:30:00
421,Instagram,Mi glad fi see di Reggae Boyz win dem match in Kingston!,2025-10-16 18:07:00
422,X,Training hard for the upcoming marathon in Negril 🏃‍♂️,2025-10-17 14:21:00
423,YouTube,Did you see that crazy goal last night for St. Ann ⚽,2025-10-16 20:25:00
424,YouTube,Street food a sell out fast in Spanish Town 🌮,2025-10-17 17:23:00
425,Instagram,Hope the new law improves public services about Spanish Town 📜,2025-10-16 18:04:00
426,Instagram,Street food a sell out fast in Negril 🌮,2025-10-15 03:17:00
427,YouTube,"Mi seh, di vibes at di concert in Kingston did wicked! 🎵",2025-10-17 14:13:00
428,YouTube,Gas prices are killing me today in St. Ann 😤,2025-10-15 23:48:00
429,X,Training hard for the upcoming marathon in St. Ann 🏃‍♂️,2025-10-16 23:14:00
430,Instagram,Can’t believe another shooting happened in Portmore 😡,2025-10-15 17:04:00
431,Instagram,"Budget proposals are out, what do you think about Spanish Town? 💰",2025-10-17 08:12:00
432,X,"Di road dem a bad shape in Spanish Town, we need fix it.",2025-10-17 19:39:00
433,YouTube,The Prime Minister announced new policies today in Spanish Town 🇯🇲,2025-10-17 03:11:00
434,X,"Di road dem a bad shape in St. Ann, we need fix it.",2025-10-17 07:04:00
435,YouTube,Our team won the championship in Ocho Rios! 🏆,2025-10-16 12:49:00
436,YouTube,"New album by Island Nights just dropped, it's fire 🔥",2025-10-17 04:38:00
437,Instagram,"Cost of living is ridiculous in St. Catherine, people a struggle 😓",2025-10-15 23:27:00
438,X,Mi hungry fi some jerk chicken in Kingston 🍗,2025-10-16 14:16:00
439,X,Government needs to do more for the people in St. Catherine 😠,2025-10-15 20:34:00
440,X,"Mi seh, di vibes at di concert in Spanish Town did wicked! 🎵",2025-10-17 20:29:00
441,YouTube,Mi proud a di new youth program in Ocho Rios 🇯🇲,2025-10-15 02:35:00
442,YouTube,Mi hungry fi some jerk chicken in Portmore 🍗,2025-10-15 18:45:00
443,YouTube,PM's speech today was inspiring about Kingston 🙌,2025-10-16 02:34:00
444,Instagram,Did you see that crazy goal last night for St. Catherine ⚽,2025-10-15 21:49:00
445,Instagram,Mi hungry fi some jerk chicken in Spanish Town 🍗,2025-10-17 02:20:00
446,Instagram,The Prime Minister announced new policies today in Montego Bay 🇯🇲,2025-10-16 23:55:00
447,Instagram,Mi glad fi see di Reggae Boyz win dem match in Montego Bay!,2025-10-16 14:28:00
448,YouTube,Mi proud a di new youth program in Portmore 🇯🇲,2025-10-15 22:42:00
449,Instagram,Di power cut last night was rough in Ocho Rios ⚡,2025-10-17 13:24:00
450,Instagram,"Taxes keep going up, when will it stop in Montego Bay? 💸",2025-10-16 12:49:00
451,X,Can’t believe another shooting happened in St. Ann 😡,2025-10-16 08:28:00
452,YouTube,"Di road dem a bad shape in St. Catherine, we need fix it.",2025-10-17 18:11:00
453,Instagram,"Cost of living is ridiculous in Portmore, people a struggle 😓",2025-10-17 02:49:00
454,Instagram,Di power cut last night was rough in Spanish Town ⚡,2025-10-15 01:16:00
455,Instagram,"That movie 'Island Adventure' was epic, totally worth it 🎬",2025-10-17 18:59:00
456,X,"Budget proposals are out, what do you think about Montego Bay? 💰",2025-10-15 19:25:00
457,Instagram,"New album by Reggae Soul just dropped, it's fire 🔥",2025-10-15 04:02:00
458,Instagram,Training hard for the upcoming marathon in St. Ann 🏃‍♂️,2025-10-17 21:54:00
459,Instagram,"Di road dem a bad shape in Kingston, we need fix it.",2025-10-16 14:04:00
460,Instagram,"Cost of living is ridiculous in Kingston, people a struggle 😓",2025-10-16 19:22:00
461,YouTube,"New album by Tropical Beats just dropped, it's fire 🔥",2025-10-16 05:37:00
462,YouTube,Mi glad fi see di Reggae Boyz win dem match in Negril!,2025-10-17 00:33:00
463,X,Street food a sell out fast in Negril 🌮,2025-10-16 17:03:00
464,YouTube,"Mi seh, di vibes at di concert in Montego Bay did wicked! 🎵",2025-10-16 07:35:00
465,X,Our team won the championship in Montego Bay! 🏆,2025-10-16 19:16:00
466,X,Mi glad fi see di Reggae Boyz win dem match in St. Catherine!,2025-10-16 11:02:00
467,Instagram,Di bus never show up again in Negril 😩,2025-10-16 10:11:00
468,Instagram,"Di road dem a bad shape in Montego Bay, we need fix it.",2025-10-16 18:16:00
469,YouTube,Gas prices are killing me today in St. Catherine 😤,2025-10-16 02:14:00
470,Instagram,"Cost of living is ridiculous in Montego Bay, people a struggle 😓",2025-10-15 05:27:00
471,X,Did you see that crazy goal last night for Mandeville ⚽,2025-10-17 08:50:00
472,YouTube,Di power cut last night was rough in Spanish Town ⚡,2025-10-15 12:07:00
473,YouTube,Mi proud a di new youth program in Spanish Town 🇯🇲,2025-10-16 16:42:00
474,YouTube,Can’t believe another shooting happened in Portmore 😡,2025-10-16 11:05:00
475,Instagram,"Budget proposals are out, what do you think about St. Ann? 💰",2025-10-15 13:41:00
476,Instagram,Mi glad fi see di Reggae Boyz win dem match in Spanish Town!,2025-10-15 18:54:00
477,YouTube,"Di road dem a bad shape in Spanish Town, we need fix it.",2025-10-17 11:17:00
478,YouTube,Training hard for the upcoming marathon in Portmore 🏃‍♂️,2025-10-15 14:35:00
479,Instagram,Mi proud a di new youth program in St. Catherine 🇯🇲,2025-10-15 07:28:00
480,Instagram,"Cost of living is ridiculous in Ocho Rios, people a struggle 😓",2025-10-16 17:43:00
481,YouTube,Government needs to do more for the people in Ocho Rios 😠,2025-10-16 15:57:00
482,X,"That movie 'Island Adventure' was epic, totally worth it 🎬",2025-10-17 10:46:00
483,X,Di bus never show up again in Ocho Rios 😩,2025-10-15 11:37:00
484,YouTube,Hope the new law improves public services about Spanish Town 📜,2025-10-16 20:59:00
485,YouTube,PM's speech today was inspiring about Kingston 🙌,2025-10-17 05:33:00
486,Instagram,PM's speech today was inspiring about Mandeville 🙌,2025-10-17 13:24:00
487,Instagram,"Cost of living is ridiculous in St. Catherine, people a struggle 😓",2025-10-15 11:04:00
488,Instagram,"Crime rates are going up in Negril, stay safe out there 🚨",2025-10-17 06:13:00
489,YouTube,Mi glad fi see di Reggae Boyz win dem match in Kingston!,2025-10-15 03:14:00
490,X,"Water shortage again in Portmore, people a suffer.",2025-10-16 18:12:00
491,YouTube,Di power cut last night was rough in Ocho Rios ⚡,2025-10-15 12:37:00
492,YouTube,"Di road dem a bad shape in Kingston, we need fix it.",2025-10-15 20:45:00
493,X,"Taxes keep going up, when will it stop in Montego Bay? 💸",2025-10-17 15:57:00
494,X,"New album by Island Nights just dropped, it's fire 🔥",2025-10-15 19:44:00
495,X,Government needs to do more for the people in St. Ann 😠,2025-10-16 21:47:00
496,Instagram,"Budget proposals are out, what do you think about St. Ann? 💰",2025-10-15 08:23:00
497,X,"Cost of living is ridiculous in Portmore, people a struggle 😓",2025-10-17 15:23:00
498,YouTube,Mi proud a di new youth program in Kingston 🇯🇲,2025-10-17 00:49:00
499,YouTube,Hope the new law improves public services about Kingston 📜,2025-10-17 09:40:00
500,Instagram,Can’t believe another shooting happened in St. Ann 😡,2025-10-16 22:48:00
501,X,Our team won the championship in Ocho Rios! 🏆,2025-10-17 04:55:00
502,Instagram,"Water shortage again in Ocho Rios, people a suffer.",2025-10-16 09:44:00
503,X,Street food a sell out fast in Spanish Town 🌮,2025-10-15 21:08:00
504,X,Mi proud a di new youth program in St. Ann 🇯🇲,2025-10-15 13:55:00
505,YouTube,Did you see that crazy goal last night for St. Ann ⚽,2025-10-16 21:32:00
506,X,Mi hungry fi some jerk chicken in St. Catherine 🍗,2025-10-17 18:31:00
507,Instagram,"Di road dem a bad shape in Portmore, we need fix it.",2025-10-16 01:22:00
508,X,"Di road dem a bad shape in Negril, we need fix it.",2025-10-15 18:25:00
509,Instagram,Street food a sell out fast in Mandeville 🌮,2025-10-17 20:40:00
510,Instagram,"Taxes keep going up, when will it stop in Portmore? 💸",2025-10-17 07:17:00
511,X,"Di road dem a bad shape in St. Catherine, we need fix it.",2025-10-16 17:48:00
512,Instagram,Mi proud a di new youth program in Portmore 🇯🇲,2025-10-17 10:01:00
513,YouTube,"Mi seh, di vibes at di concert in Montego Bay did wicked! 🎵",2025-10-17 20:09:00
514,X,Government needs to do more for the people in Montego Bay 😠,2025-10-17 04:24:00
515,Instagram,"Taxes keep going up, when will it stop in Spanish Town? 💸",2025-10-16 02:52:00
516,X,"Cost of living is ridiculous in Portmore, people a struggle 😓",2025-10-17 23:06:00
517,Instagram,Di bus never show up again in Ocho Rios 😩,2025-10-16 03:29:00
518,Instagram,"Taxes keep going up, when will it stop in Negril? 💸",2025-10-17 19:47:00
519,X,"Cost of living is ridiculous in Ocho Rios, people a struggle 😓",2025-10-16 14:15:00
520,Instagram,Can’t believe another shooting happened in Kingston 😡,2025-10-16 23:27:00
521,YouTube,Did you see that crazy goal last night for Spanish Town ⚽,2025-10-16 23:25:00
522,X,"That movie 'Kingston Nights' was epic, totally worth it 🎬",2025-10-17 00:20:00
523,X,PM's speech today was inspiring about Montego Bay 🙌,2025-10-17 08:38:00
524,X,Street food a sell out fast in Ocho Rios 🌮,2025-10-15 06:30:00
525,X,Hope the new law improves public services about Spanish Town 📜,2025-10-16 21:49:00
526,YouTube,Mi glad fi see di Reggae Boyz win dem match in St. Ann!,2025-10-15 06:06:00
527,YouTube,"Taxes keep going up, when will it stop in Ocho Rios? 💸",2025-10-17 06:26:00
528,X,Hope the new law improves public services about Portmore 📜,2025-10-16 14:33:00
529,X,"Mi seh, di vibes at di concert in Negril did wicked! 🎵",2025-10-15 00:22:00
530,Instagram,"Mi seh, di vibes at di concert in St. Catherine did wicked! 🎵",2025-10-17 14:09:00
531,Instagram,The Prime Minister announced new policies today in Ocho Rios 🇯🇲,2025-10-17 22:31:00
532,YouTube,"Crime rates are going up in Portmore, stay safe out there 🚨",2025-10-15 23:29:00
533,YouTube,Mi hungry fi some jerk chicken in Portmore 🍗,2025-10-17 07:57:00
534,X,Gas prices are killing me today in Spanish Town 😤,2025-10-15 00:10:00
535,YouTube,"Budget proposals are out, what do you think about Mandeville? 💰",2025-10-15 11:50:00
536,X,"That movie 'Island Adventure' was epic, totally worth it 🎬",2025-10-16 17:09:00
537,X,Street food a sell out fast in Kingston 🌮,2025-10-18 00:54:00
538,X,Our team won the championship in Ocho Rios! 🏆,2025-10-17 11:20:00
539,YouTube,Our team won the championship in Montego Bay! 🏆,2025-10-15 11:05:00
540,Instagram,Training hard for the upcoming marathon in Portmore 🏃‍♂️,2025-10-15 13:09:00
541,X,"Crime rates are going up in Mandeville, stay safe out there 🚨",2025-10-17 16:46:00
542,YouTube,"That movie 'Island Adventure' was epic, totally worth it 🎬",2025-10-15 22:06:00
543,Instagram,"Budget proposals are out, what do you think about St. Catherine? 💰",2025-10-16 11:08:00
544,Instagram,Gas prices are killing me today in Mandeville 😤,2025-10-15 01:18:00
545,YouTube,Hope the new law improves public services about Negril 📜,2025-10-17 13:39:00
546,Instagram,Government needs to do more for the people in Spanish Town 😠,2025-10-15 10:14:00
547,YouTube,Did you see that crazy goal last night for Portmore ⚽,2025-10-16 14:24:00
548,X,Mi glad fi see di Reggae Boyz win dem match in St. Catherine!,2025-10-17 16:38:00
549,X,Mi proud a di new youth program in St. Catherine 🇯🇲,2025-10-16 22:59:00
550,X,Training hard for the upcoming marathon in Negril 🏃‍♂️,2025-10-15 21:44:00
551,Instagram,"Budget proposals are out, what do you think about Portmore? 💰",2025-10-15 11:51:00
552,X,Gas prices are killing me today in Spanish Town 😤,2025-10-16 20:50:00
553,Instagram,Did you see that crazy goal last night for Montego Bay ⚽,2025-10-16 16:31:00
554,YouTube,"Taxes keep going up, when will it stop in Portmore? 💸",2025-10-17 16:54:00
555,Instagram,Gas prices are killing me today in Ocho Rios 😤,2025-10-15 00:14:00
556,Instagram,Mi hungry fi some jerk chicken in St. Catherine 🍗,2025-10-15 22:17:00
557,Instagram,"That movie 'Jungle Quest' was epic, totally worth it 🎬",2025-10-15 08:42:00
558,Instagram,Government needs to do more for the people in St. Catherine 😠,2025-10-17 01:28:00
559,X,The Prime Minister announced new policies today in Kingston 🇯🇲,2025-10-16 12:07:00
560,X,Mi glad fi see di Reggae Boyz win dem match in Mandeville!,2025-10-17 19:44:00
561,Instagram,Government needs to do more for the people in St. Ann 😠,2025-10-15 19:59:00
562,X,Gas prices are killing me today in Mandeville 😤,2025-10-17 04:28:00
563,YouTube,Government needs to do more for the people in Negril 😠,2025-10-16 09:16:00
564,Instagram,Can’t believe another shooting happened in St. Catherine 😡,2025-10-16 10:20:00
565,YouTube,Gas prices are killing me today in St. Ann 😤,2025-10-15 20:41:00
566,Instagram,"That movie 'Fast Waves' was epic, totally worth it 🎬",2025-10-16 16:39:00
567,X,Mi glad fi see di Reggae Boyz win dem match in St. Catherine!,2025-10-16 14:16:00
568,X,Gas prices are killing me today in Mandeville 😤,2025-10-15 14:37:00
569,Instagram,Our team won the championship in Montego Bay! 🏆,2025-10-15 06:12:00
570,YouTube,Gas prices are killing me today in Spanish Town 😤,2025-10-16 18:23:00
571,X,"Di road dem a bad shape in Spanish Town, we need fix it.",2025-10-15 08:28:00
572,Instagram,"Water shortage again in Portmore, people a suffer.",2025-10-16 04:08:00
573,Instagram,The Prime Minister announced new policies today in Ocho Rios 🇯🇲,2025-10-15 22:39:00
574,X,Mi cyaan wait fi di next music festival in St. Catherine! 🎶,2025-10-17 09:00:00
575,X,PM's speech today was inspiring about St. Catherine 🙌,2025-10-16 09:45:00
576,Instagram,Mi proud a di new youth program in St. Catherine 🇯🇲,2025-10-15 05:56:00
577,Instagram,"That movie 'Fast Waves' was epic, totally worth it 🎬",2025-10-15 09:33:00
578,YouTube,Gas prices are killing me today in Spanish Town 😤,2025-10-17 12:01:00
579,YouTube,Government needs to do more for the people in Portmore 😠,2025-10-15 02:56:00
580,Instagram,Training hard for the upcoming marathon in St. Ann 🏃‍♂️,2025-10-15 13:21:00
581,X,"Mi seh, di vibes at di concert in St. Ann did wicked! 🎵",2025-10-16 06:43:00
582,Instagram,Di bus never show up again in St. Ann 😩,2025-10-15 11:08:00
583,X,"Mi seh, di vibes at di concert in Negril did wicked! 🎵",2025-10-17 20:52:00
584,Instagram,Di bus never show up again in Kingston 😩,2025-10-16 15:04:00
585,Instagram,Our team won the championship in Negril! 🏆,2025-10-16 03:00:00
586,YouTube,"Cost of living is ridiculous in Kingston, people a struggle 😓",2025-10-16 16:19:00
587,Instagram,The Prime Minister announced new policies today in Negril 🇯🇲,2025-10-16 21:29:00
588,X,Street food a sell out fast in Mandeville 🌮,2025-10-16 08:00:00
589,Instagram,"Cost of living is ridiculous in Mandeville, people a struggle 😓",2025-10-16 05:54:00
590,YouTube,The Prime Minister announced new policies today in Mandeville 🇯🇲,2025-10-15 19:06:00
591,Instagram,"Crime rates are going up in Ocho Rios, stay safe out there 🚨",2025-10-17 04:53:00
592,Instagram,"New album by Reggae Soul just dropped, it's fire 🔥",2025-10-15 02:03:00
593,Instagram,PM's speech today was inspiring about St. Catherine 🙌,2025-10-15 23:43:00
594,Instagram,"Water shortage again in Portmore, people a suffer.",2025-10-17 22:31:00
595,YouTube,Di bus never show up again in Mandeville 😩,2025-10-17 11:51:00
596,X,Mi glad fi see di Reggae Boyz win dem match in Spanish Town!,2025-10-15 13:02:00
597,YouTube,PM's speech today was inspiring about Mandeville 🙌,2025-10-16 19:42:00
598,Instagram,Mi hungry fi some jerk chicken in St. Ann 🍗,2025-10-16 22:52:00
599,Instagram,Gas prices are killing me today in Negril 😤,2025-10-15 15:12:00
600,Instagram,Gas prices are killing me today in Montego Bay 😤,2025-10-15 11:02:00
601,X,"Mi seh, di vibes at di concert in Negril did wicked! 🎵",2025-10-16 03:29:00
602,Instagram,"Crime rates are going up in Kingston, stay safe out there 🚨",2025-10-17 23:07:00
603,Instagram,"New album by Reggae Soul just dropped, it's fire 🔥",2025-10-16 03:02:00
604,YouTube,Hope the new law improves public services about Mandeville 📜,2025-10-17 02:24:00
605,YouTube,"That movie 'Jungle Quest' was epic, totally worth it 🎬",2025-10-15 20:06:00
606,Instagram,"Cost of living is ridiculous in Portmore, people a struggle 😓",2025-10-16 19:35:00
607,Instagram,Mi proud a di new youth program in St. Ann 🇯🇲,2025-10-17 02:56:00
608,Instagram,Mi glad fi see di Reggae Boyz win dem match in Montego Bay!,2025-10-16 11:22:00
609,X,"Mi seh, di vibes at di concert in Kingston did wicked! 🎵",2025-10-15 18:22:00
610,Instagram,Mi cyaan wait fi di next music festival in St. Ann! 🎶,2025-10-17 19:37:00
611,YouTube,Mi proud a di new youth program in Ocho Rios 🇯🇲,2025-10-17 03:18:00
612,YouTube,Government needs to do more for the people in Portmore 😠,2025-10-17 22:09:00
613,X,"Taxes keep going up, when will it stop in St. Ann? 💸",2025-10-17 03:21:00
614,X,Mi cyaan wait fi di next music festival in Kingston! 🎶,2025-10-15 10:16:00
615,YouTube,PM's speech today was inspiring about Negril 🙌,2025-10-15 20:50:00
616,Instagram,"New album by Tropical Beats just dropped, it's fire 🔥",2025-10-15 13:24:00
617,Instagram,"New album by Reggae Soul just dropped, it's fire 🔥",2025-10-15 02:58:00
618,X,"Crime rates are going up in Kingston, stay safe out there 🚨",2025-10-17 02:57:00
619,X,PM's speech today was inspiring about Kingston 🙌,2025-10-16 08:46:00
620,Instagram,Training hard for the upcoming marathon in Ocho Rios 🏃‍♂️,2025-10-17 05:19:00
621,YouTube,Our team won the championship in Negril! 🏆,2025-10-15 20:31:00
622,YouTube,Our team won the championship in Kingston! 🏆,2025-10-16 17:47:00
623,X,"Cost of living is ridiculous in St. Catherine, people a struggle 😓",2025-10-15 07:04:00
624,YouTube,Hope the new law improves public services about St. Ann 📜,2025-10-16 22:57:00
625,X,Mi proud a di new youth program in St. Ann 🇯🇲,2025-10-16 15:42:00
626,Instagram,Our team won the championship in Spanish Town! 🏆,2025-10-15 21:23:00
627,X,Di power cut last night was rough in St. Ann ⚡,2025-10-17 12:12:00
628,X,"Water shortage again in Negril, people a suffer.",2025-10-15 16:36:00
629,X,Mi cyaan wait fi di next music festival in Mandeville! 🎶,2025-10-15 09:24:00
630,Instagram,"Crime rates are going up in Negril, stay safe out there 🚨",2025-10-16 03:41:00
631,YouTube,"Taxes keep going up, when will it stop in Portmore? 💸",2025-10-15 20:20:00
632,X,Hope the new law improves public services about Mandeville 📜,2025-10-16 06:49:00
633,X,"Budget proposals are out, what do you think about Kingston? 💰",2025-10-15 13:32:00
634,Instagram,"New album by Reggae Soul just dropped, it's fire 🔥",2025-10-15 07:09:00
635,YouTube,The Prime Minister announced new policies today in Spanish Town 🇯🇲,2025-10-15 18:22:00
636,YouTube,"Cost of living is ridiculous in St. Ann, people a struggle 😓",2025-10-16 04:05:00
637,Instagram,"Mi seh, di vibes at di concert in Kingston did wicked! 🎵",2025-10-16 02:25:00
638,Instagram,"Water shortage again in Negril, people a suffer.",2025-10-16 14:48:00
639,YouTube,"Di road dem a bad shape in St. Catherine, we need fix it.",2025-10-15 13:04:00
640,X,Street food a sell out fast in St. Ann 🌮,2025-10-17 22:26:00
641,Instagram,"Water shortage again in Spanish Town, people a suffer.",2025-10-17 22:18:00
642,X,"Mi seh, di vibes at di concert in Spanish Town did wicked! 🎵",2025-10-17 21:39:00
643,YouTube,Can’t believe another shooting happened in Kingston 😡,2025-10-15 05:47:00
644,X,"Budget proposals are out, what do you think about St. Ann? 💰",2025-10-16 00:03:00
645,Instagram,"Taxes keep going up, when will it stop in Ocho Rios? 💸",2025-10-17 01:02:00
646,YouTube,Mi cyaan wait fi di next music festival in Ocho Rios! 🎶,2025-10-15 19:00:00
