id,platform,text,timestamp
326,YouTube,"Di road dem a bad shape in St. Catherine, we need fix it.",2025-10-13 20:28:00
327,X,Di power cut last night was rough in Mandeville ⚡,2025-10-12 08:24:00
328,X,Mi cyaan believe how high di rent dem a go in Spanish Town 💸,2025-10-13 14:22:00
329,YouTube,Training hard for the upcoming marathon in Montego Bay 🏃‍♂️,2025-10-14 21:06:00
330,Instagram,"Crime rates are going up in Kingston, stay safe out there 🚨",2025-10-14 16:54:00
331,Instagram,"Cost of living is ridiculous in Spanish Town, people a struggle 😓",2025-10-13 16:28:00
332,Instagram,Our team won the championship in Kingston! 🏆,2025-10-11 09:37:00
333,YouTube,"Crime rates are going up in St. Catherine, stay safe out there 🚨",2025-10-11 05:54:00
334,X,Mi cyaan wait fi di next music festival in Portmore! 🎶,2025-10-13 19:04:00
335,Instagram,Can’t believe another shooting happened in St. Ann 😡,2025-10-14 15:53:00
336,YouTube,"Di road dem a bad shape in St. Ann, we need fix it.",2025-10-14 06:36:00
337,X,Government needs to do more for the people in St. Catherine 😠,2025-10-14 03:44:00
338,YouTube,"That movie 'Sunset Drive' was epic, totally worth it 🎬",2025-10-13 02:33:00
339,Instagram,Di local festival in Negril was pure vibes! 🎉,2025-10-14 10:16:00
340,X,Di rain mash up di road dem in Montego Bay 🌧️,2025-10-13 02:13:00
341,X,Our team won the championship in Spanish Town! 🏆,2025-10-11 19:48:00
342,YouTube,Can’t believe another shooting happened in Montego Bay 😡,2025-10-14 11:32:00
343,YouTube,Mi see long queue fi di clinic in Ocho Rios 🏥,2025-10-10 05:38:00
344,Instagram,Our team won the championship in Portmore! 🏆,2025-10-12 13:05:00
345,X,Mi cyaan believe how high di rent dem a go in St. Catherine 💸,2025-10-10 10:14:00
346,X,Can’t believe another shooting happened in Spanish Town 😡,2025-10-11 04:36:00
347,Instagram,"Crime rates are going up in Ocho Rios, stay safe out there 🚨",2025-10-12 16:41:00
348,Instagram,Street food a sell out fast in Negril 🌮,2025-10-10 14:12:00
349,X,"Cost of living is ridiculous in Montego Bay, people a struggle 😓",2025-10-10 20:20:00
350,YouTube,Gas prices are killing me today in Kingston 😤,2025-10-11 12:18:00
351,YouTube,Di bus never show up again in Mandeville 😩,2025-10-11 20:48:00
352,Instagram,"Crime rates are going up in Ocho Rios, stay safe out there 🚨",2025-10-10 20:56:00
353,X,"Budget proposals are out, what do you think about St. Catherine? 💰",2025-10-11 14:55:00
354,Instagram,"Budget proposals are out, what do you think about Spanish Town? 💰",2025-10-14 22:08:00
355,Instagram,The Prime Minister announced new policies today in Kingston 🇯🇲,2025-10-12 00:29:00
356,Instagram,Mi hungry fi some jerk chicken in Mandeville 🍗,2025-10-13 14:01:00
357,YouTube,Di rain mash up di road dem in Ocho Rios 🌧️,2025-10-10 02:39:00
358,YouTube,Mi proud a di new youth program in Portmore 🇯🇲,2025-10-12 19:00:00
359,X,"New album by Rising Sun just dropped, it's fire 🔥",2025-10-10 05:53:00
360,X,Street food a sell out fast in Negril 🌮,2025-10-10 01:24:00
361,X,Government needs to do more for the people in St. Catherine 😠,2025-10-10 04:19:00
362,X,Government needs to do more for the people in Ocho Rios 😠,2025-10-12 19:15:00
363,X,"Taxes keep going up, when will it stop in Montego Bay? 💸",2025-10-10 23:03:00
364,YouTube,Mi cyaan believe how high di rent dem a go in Portmore 💸,2025-10-12 18:00:00
365,X,"New album by Reggae Soul just dropped, it's fire 🔥",2025-10-14 16:58:00
366,X,Can’t believe another shooting happened in St. Catherine 😡,2025-10-10 10:19:00
367,YouTube,"Taxes keep going up, when will it stop in Montego Bay? 💸",2025-10-13 08:29:00
368,X,Mi proud a di new youth program in St. Ann 🇯🇲,2025-10-10 09:19:00
369,X,"Mi seh, di vibes at di concert in St. Ann did wicked! 🎵",2025-10-12 05:04:00
370,YouTube,"Crime rates are going up in St. Catherine, stay safe out there 🚨",2025-10-13 16:49:00
371,YouTube,Mi hungry fi some jerk chicken in Ocho Rios 🍗,2025-10-13 14:57:00
372,Instagram,Hope the new law improves public services about Montego Bay 📜,2025-10-10 17:12:00
373,YouTube,Street food a sell out fast in Negril 🌮,2025-10-12 00:43:00
374,Instagram,Can’t believe another shooting happened in St. Catherine 😡,2025-10-13 00:07:00
375,YouTube,Government needs to do more for the people in Kingston 😠,2025-10-12 09:37:00
376,YouTube,Mi cyaan wait fi di next music festival in Montego Bay! 🎶,2025-10-10 05:26:00
377,Instagram,Mi see long queue fi di clinic in St. Catherine 🏥,2025-10-14 06:17:00
378,YouTube,Mi proud a di new youth program in Kingston 🇯🇲,2025-10-15 00:13:00
379,Instagram,"Water shortage again in St. Catherine, people a suffer.",2025-10-10 02:22:00
380,YouTube,Mi cyaan wait fi di next music festival in Mandeville! 🎶,2025-10-12 01:09:00
381,X,"Water shortage again in Mandeville, people a suffer.",2025-10-14 23:46:00
382,YouTube,Can’t believe another shooting happened in Montego Bay 😡,2025-10-11 14:30:00
383,YouTube,Did you see that crazy goal last night for Spanish Town ⚽,2025-10-13 00:05:00
384,YouTube,Street food a sell out fast in St. Ann 🌮,2025-10-12 00:31:00
385,YouTube,Training hard for the upcoming marathon in St. Ann 🏃‍♂️,2025-10-11 22:26:00
386,Instagram,"New album by Tropical Beats just dropped, it's fire 🔥",2025-10-12 16:53:00
387,X,Can’t believe another shooting happened in Montego Bay 😡,2025-10-10 09:09:00
388,YouTube,Hope the new law improves public services about Mandeville 📜,2025-10-10 15:34:00
389,YouTube,Mi glad fi see di Reggae Boyz win dem match in Portmore!,2025-10-13 10:08:00
390,YouTube,Street food a sell out fast in Negril 🌮,2025-10-13 17:15:00
391,YouTube,"Water shortage again in St. Catherine, people a suffer.",2025-10-14 04:55:00
392,Instagram,Mi see long queue fi di clinic in St. Ann 🏥,2025-10-13 12:00:00
393,X,Did you see that crazy goal last night for Kingston ⚽,2025-10-12 12:45:00
394,YouTube,Hope the new law improves public services about Mandeville 📜,2025-10-11 07:44:00
395,YouTube,Di stock market in St. Catherine a rise 📈,2025-10-12 03:39:00
396,X,Di rain mash up di road dem in St. Ann 🌧️,2025-10-12 23:56:00
397,YouTube,Hope the new law improves public services about Ocho Rios 📜,2025-10-10 13:57:00
398,YouTube,The Prime Minister announced new policies today in Spanish Town 🇯🇲,2025-10-12 12:43:00
399,Instagram,"That movie 'Jungle Quest' was epic, totally worth it 🎬",2025-10-11 09:53:00
400,Instagram,"Mi seh, di vibes at di concert in St. Ann did wicked! 🎵",2025-10-12 23:45:00
401,Instagram,Can’t believe another shooting happened in Montego Bay 😡,2025-10-11 14:00:00
402,YouTube,Hope the new law improves public services about St. Ann 📜,2025-10-13 07:10:00
403,YouTube,"Taxes keep going up, when will it stop in St. Catherine? 💸",2025-10-12 13:17:00
404,Instagram,"Water shortage again in Montego Bay, people a suffer.",2025-10-13 10:04:00
405,Instagram,Di rain mash up di road dem in St. Ann 🌧️,2025-10-11 12:11:00
406,X,"Water shortage again in Mandeville, people a suffer.",2025-10-14 06:05:00
407,YouTube,Mi cyaan believe how high di rent dem a go in St. Catherine 💸,2025-10-13 23:45:00
408,X,"Mi seh, di vibes at di concert in Ocho Rios did wicked! 🎵",2025-10-13 11:26:00
409,X,"Budget proposals are out, what do you think about Mandeville? 💰",2025-10-13 06:33:00
410,X,Di rain mash up di road dem in Ocho Rios 🌧️,2025-10-13 16:54:00
411,Instagram,Mi cyaan believe how high di rent dem a go in Montego Bay 💸,2025-10-12 16:20:00
412,X,"That movie 'Fast Waves' was epic, totally worth it 🎬",2025-10-11 14:14:00
413,YouTube,Training hard for the upcoming marathon in Montego Bay 🏃‍♂️,2025-10-12 03:37:00
414,X,Di rain mash up di road dem in St. Ann 🌧️,2025-10-14 08:18:00
415,YouTube,PM's speech today was inspiring about Kingston 🙌,2025-10-10 03:09:00
416,Instagram,"Crime rates are going up in Ocho Rios, stay safe out there 🚨",2025-10-12 23:55:00
417,YouTube,Street food a sell out fast in Negril 🌮,2025-10-10 18:08:00
418,X,Street food a sell out fast in Portmore 🌮,2025-10-11 20:57:00
419,Instagram,The Prime Minister announced new policies today in Montego Bay 🇯🇲,2025-10-13 00:59:00
420,X,Mi cyaan believe how high di rent dem a go in Mandeville 💸,2025-10-12 23:40:00
421,X,Di stock market in Portmore a rise 📈,2025-10-10 22:04:00
422,Instagram,Mi cyaan wait fi di next music festival in Ocho Rios! 🎶,2025-10-12 00:34:00
423,Instagram,"New album by Rising Sun just dropped, it's fire 🔥",2025-10-13 21:06:00
424,Instagram,Can’t believe another shooting happened in Spanish Town 😡,2025-10-10 17:44:00
425,YouTube,Mi glad fi see di Reggae Boyz win dem match in St. Ann!,2025-10-15 00:03:00
426,YouTube,Hope the new law improves public services about Montego Bay 📜,2025-10-10 04:36:00
427,Instagram,Gas prices are killing me today in St. Ann 😤,2025-10-13 06:55:00
428,Instagram,Street food a sell out fast in Negril 🌮,2025-10-13 12:31:00
429,Instagram,Mi see long queue fi di clinic in Ocho Rios 🏥,2025-10-11 15:13:00
430,X,Di bus never show up again in Mandeville 😩,2025-10-12 11:19:00
431,Instagram,Gas prices are killing me today in St. Ann 😤,2025-10-11 12:51:00
432,YouTube,"Mi seh, di vibes at di concert in Mandeville did wicked! 🎵",2025-10-13 14:02:00
433,Instagram,Hope the new law improves public services about Kingston 📜,2025-10-14 19:49:00
434,YouTube,Can’t believe another shooting happened in Montego Bay 😡,2025-10-10 20:47:00
435,YouTube,PM's speech today was inspiring about St. Catherine 🙌,2025-10-11 23:02:00
436,Instagram,Mi proud a di new youth program in Kingston 🇯🇲,2025-10-11 12:34:00
437,X,Mi cyaan wait fi di next music festival in St. Catherine! 🎶,2025-10-13 13:17:00
438,Instagram,PM's speech today was inspiring about Kingston 🙌,2025-10-10 21:45:00
439,YouTube,Training hard for the upcoming marathon in Mandeville 🏃‍♂️,2025-10-10 21:28:00
440,Instagram,PM's speech today was inspiring about Spanish Town 🙌,2025-10-12 06:04:00
441,Instagram,Di bus never show up again in Negril 😩,2025-10-10 00:47:00
442,YouTube,Street food a sell out fast in Negril 🌮,2025-10-10 23:17:00
443,Instagram,Di local festival in Negril was pure vibes! 🎉,2025-10-13 06:19:00
444,X,Di stock market in Negril a rise 📈,2025-10-14 02:32:00
445,YouTube,Mi proud a di new youth program in Kingston 🇯🇲,2025-10-14 10:30:00
446,Instagram,Mi proud a di new youth program in St. Catherine 🇯🇲,2025-10-11 17:34:00
447,YouTube,Mi glad fi see di Reggae Boyz win dem match in Montego Bay!,2025-10-10 09:23:00
448,X,"New album by Tropical Beats just dropped, it's fire 🔥",2025-10-10 00:45:00
449,X,"Cost of living is ridiculous in St. Ann, people a struggle 😓",2025-10-14 21:30:00
450,X,Di stock market in Mandeville a rise 📈,2025-10-11 16:28:00
451,X,Di rain mash up di road dem in Portmore 🌧️,2025-10-10 01:31:00
452,X,Government needs to do more for the people in Negril 😠,2025-10-10 09:12:00
453,Instagram,"Crime rates are going up in Ocho Rios, stay safe out there 🚨",2025-10-10 04:07:00
454,YouTube,Di stock market in Spanish Town a rise 📈,2025-10-13 12:39:00
455,YouTube,The Prime Minister announced new policies today in St. Ann 🇯🇲,2025-10-10 23:34:00
456,YouTube,Street food a sell out fast in St. Ann 🌮,2025-10-12 13:28:00
457,Instagram,"New album by Vibes Galore just dropped, it's fire 🔥",2025-10-13 14:09:00
458,Instagram,Hope the new law improves public services about Portmore 📜,2025-10-14 05:57:00
459,X,Mi cyaan believe how high di rent dem a go in St. Ann 💸,2025-10-13 17:43:00
460,YouTube,Hope the new law improves public services about St. Catherine 📜,2025-10-13 03:34:00
461,YouTube,Can’t believe another shooting happened in Negril 😡,2025-10-13 00:07:00
462,X,"New album by Reggae Soul just dropped, it's fire 🔥",2025-10-14 19:06:00
463,Instagram,PM's speech today was inspiring about Spanish Town 🙌,2025-10-13 23:28:00
464,YouTube,Di rain mash up di road dem in Negril 🌧️,2025-10-12 20:58:00
465,Instagram,Di stock market in St. Ann a rise 📈,2025-10-12 08:10:00
466,Instagram,Di bus never show up again in St. Catherine 😩,2025-10-11 23:37:00
467,Instagram,Did you see that crazy goal last night for Ocho Rios ⚽,2025-10-11 14:10:00
468,Instagram,Di power cut last night was rough in Spanish Town ⚡,2025-10-13 03:51:00
469,X,Mi see long queue fi di clinic in Kingston 🏥,2025-10-13 12:56:00
470,X,Di rain mash up di road dem in Negril 🌧️,2025-10-11 05:03:00
471,YouTube,"Budget proposals are out, what do you think about Negril? 💰",2025-10-12 23:05:00
472,X,PM's speech today was inspiring about Spanish Town 🙌,2025-10-13 23:39:00
473,X,PM's speech today was inspiring about Spanish Town 🙌,2025-10-10 21:55:00
474,YouTube,Di local festival in Kingston was pure vibes! 🎉,2025-10-11 03:31:00
475,Instagram,"Crime rates are going up in Mandeville, stay safe out there 🚨",2025-10-13 21:33:00
476,YouTube,Government needs to do more for the people in St. Catherine 😠,2025-10-11 08:28:00
477,Instagram,Mi glad fi see di Reggae Boyz win dem match in Portmore!,2025-10-13 22:02:00
478,Instagram,Our team won the championship in St. Ann! 🏆,2025-10-13 17:18:00
479,YouTube,Government needs to do more for the people in Portmore 😠,2025-10-12 23:04:00
480,X,Di bus never show up again in Mandeville 😩,2025-10-11 03:20:00
481,Instagram,The Prime Minister announced new policies today in St. Catherine 🇯🇲,2025-10-12 13:28:00
482,Instagram,Mi proud a di new youth program in St. Ann 🇯🇲,2025-10-11 19:41:00
483,X,"Cost of living is ridiculous in Mandeville, people a struggle 😓",2025-10-10 04:54:00
484,X,Mi glad fi see di Reggae Boyz win dem match in Spanish Town!,2025-10-14 02:37:00
485,X,Mi cyaan believe how high di rent dem a go in Portmore 💸,2025-10-12 14:19:00
486,Instagram,"Budget proposals are out, what do you think about St. Ann? 💰",2025-10-12 17:21:00
487,Instagram,"Taxes keep going up, when will it stop in Spanish Town? 💸",2025-10-13 18:57:00
488,Instagram,Di rain mash up di road dem in Mandeville 🌧️,2025-10-11 17:32:00
489,Instagram,Hope the new law improves public services about Portmore 📜,2025-10-14 02:32:00
490,X,Government needs to do more for the people in Ocho Rios 😠,2025-10-13 23:37:00
491,Instagram,"Water shortage again in St. Catherine, people a suffer.",2025-10-14 07:21:00
492,Instagram,Training hard for the upcoming marathon in St. Ann 🏃‍♂️,2025-10-14 12:41:00
493,X,Our team won the championship in Negril! 🏆,2025-10-13 04:34:00
494,YouTube,Di local festival in Spanish Town was pure vibes! 🎉,2025-10-11 04:10:00
495,YouTube,Training hard for the upcoming marathon in St. Catherine 🏃‍♂️,2025-10-14 09:32:00
496,YouTube,Our team won the championship in Spanish Town! 🏆,2025-10-13 13:44:00
497,YouTube,Hope the new law improves public services about Spanish Town 📜,2025-10-11 02:02:00
498,YouTube,"Water shortage again in Negril, people a suffer.",2025-10-12 04:57:00
499,YouTube,Street food a sell out fast in Kingston 🌮,2025-10-10 07:43:00
500,X,Hope the new law improves public services about Negril 📜,2025-10-13 04:41:00
501,YouTube,Did you see that crazy goal last night for Portmore ⚽,2025-10-12 02:58:00
502,YouTube,Di bus never show up again in Mandeville 😩,2025-10-14 08:21:00
503,YouTube,Di stock market in Spanish Town a rise 📈,2025-10-11 23:18:00
504,X,"That movie 'Island Adventure' was epic, totally worth it 🎬",2025-10-12 23:00:00
505,YouTube,Training hard for the upcoming marathon in St. Catherine 🏃‍♂️,2025-10-10 17:09:00
506,Instagram,Street food a sell out fast in Ocho Rios 🌮,2025-10-12 02:17:00
507,YouTube,Our team won the championship in Portmore! 🏆,2025-10-11 04:45:00
508,Instagram,Did you see that crazy goal last night for Negril ⚽,2025-10-13 21:30:00
509,Instagram,Mi cyaan wait fi di next music festival in St. Ann! 🎶,2025-10-10 15:42:00
510,Instagram,Did you see that crazy goal last night for St. Catherine ⚽,2025-10-11 02:38:00
511,Instagram,"Cost of living is ridiculous in Mandeville, people a struggle 😓",2025-10-14 01:49:00
512,YouTube,Di rain mash up di road dem in Mandeville 🌧️,2025-10-12 12:14:00
513,YouTube,"Budget proposals are out, what do you think about Negril? 💰",2025-10-12 19:03:00
514,X,Gas prices are killing me today in St. Catherine 😤,2025-10-14 07:51:00
515,X,Government needs to do more for the people in Mandeville 😠,2025-10-13 05:04:00
516,YouTube,"Water shortage again in Montego Bay, people a suffer.",2025-10-12 09:56:00
517,X,Mi cyaan wait fi di next music festival in Montego Bay! 🎶,2025-10-12 23:51:00
518,YouTube,"Water shortage again in Mandeville, people a suffer.",2025-10-10 03:28:00
519,Instagram,Di rain mash up di road dem in Montego Bay 🌧️,2025-10-13 04:34:00
520,X,"Mi seh, di vibes at di concert in Negril did wicked! 🎵",2025-10-13 19:53:00
521,YouTube,Di power cut last night was rough in Kingston ⚡,2025-10-14 09:22:00
522,X,Mi cyaan wait fi di next music festival in St. Catherine! 🎶,2025-10-13 10:15:00
523,X,"Cost of living is ridiculous in St. Ann, people a struggle 😓",2025-10-11 07:21:00
524,Instagram,Di local festival in Negril was pure vibes! 🎉,2025-10-12 16:09:00
525,X,Hope the new law improves public services about St. Ann 📜,2025-10-10 23:42:00
526,YouTube,Mi cyaan wait fi di next music festival in Mandeville! 🎶,2025-10-10 07:51:00
527,YouTube,Mi proud a di new youth program in Kingston 🇯🇲,2025-10-14 04:40:00
528,YouTube,Mi hungry fi some jerk chicken in Portmore 🍗,2025-10-14 21:51:00
529,YouTube,Hope the new law improves public services about Portmore 📜,2025-10-13 00:44:00
530,X,Hope the new law improves public services about Ocho Rios 📜,2025-10-13 11:50:00
531,X,Mi see long queue fi di clinic in Mandeville 🏥,2025-10-14 07:44:00
532,X,Di rain mash up di road dem in Kingston 🌧️,2025-10-12 22:02:00
533,Instagram,Di rain mash up di road dem in Kingston 🌧️,2025-10-14 23:13:00
534,X,"That movie 'Island Adventure' was epic, totally worth it 🎬",2025-10-12 08:40:00
535,Instagram,The Prime Minister announced new policies today in Negril 🇯🇲,2025-10-10 12:36:00
536,YouTube,Mi hungry fi some jerk chicken in Ocho Rios 🍗,2025-10-11 07:08:00
537,Instagram,Di power cut last night was rough in St. Ann ⚡,2025-10-12 20:39:00
538,X,Mi see long queue fi di clinic in Ocho Rios 🏥,2025-10-12 15:01:00
539,YouTube,PM's speech today was inspiring about Kingston 🙌,2025-10-12 21:12:00
540,Instagram,The Prime Minister announced new policies today in Montego Bay 🇯🇲,2025-10-14 19:40:00
541,X,Street food a sell out fast in St. Catherine 🌮,2025-10-10 19:07:00
542,YouTube,Did you see that crazy goal last night for St. Catherine ⚽,2025-10-12 03:19:00
543,YouTube,Training hard for the upcoming marathon in Portmore 🏃‍♂️,2025-10-10 10:14:00
544,YouTube,"Crime rates are going up in Montego Bay, stay safe out there 🚨",2025-10-10 05:22:00
545,Instagram,Di local festival in Spanish Town was pure vibes! 🎉,2025-10-12 16:57:00
546,YouTube,Gas prices are killing me today in St. Ann 😤,2025-10-12 05:55:00
547,YouTube,"Budget proposals are out, what do you think about Portmore? 💰",2025-10-14 04:09:00
548,YouTube,Hope the new law improves public services about Portmore 📜,2025-10-10 01:43:00
549,Instagram,Training hard for the upcoming marathon in St. Ann 🏃‍♂️,2025-10-11 15:20:00
550,YouTube,Government needs to do more for the people in Montego Bay 😠,2025-10-13 19:14:00
551,Instagram,Training hard for the upcoming marathon in Montego Bay 🏃‍♂️,2025-10-13 22:15:00
552,Instagram,Did you see that crazy goal last night for Montego Bay ⚽,2025-10-10 02:24:00
553,X,Mi hungry fi some jerk chicken in Montego Bay 🍗,2025-10-11 07:51:00
554,X,Gas prices are killing me today in Ocho Rios 😤,2025-10-13 17:37:00
555,Instagram,Government needs to do more for the people in Kingston 😠,2025-10-12 20:22:00
556,YouTube,Mi proud a di new youth program in Montego Bay 🇯🇲,2025-10-12 06:00:00
557,X,Di stock market in Montego Bay a rise 📈,2025-10-10 03:46:00
558,Instagram,Mi glad fi see di Reggae Boyz win dem match in Mandeville!,2025-10-10 06:18:00
559,Instagram,"Budget proposals are out, what do you think about Negril? 💰",2025-10-11 06:27:00
560,X,Gas prices are killing me today in Negril 😤,2025-10-11 09:27:00
561,X,"Budget proposals are out, what do you think about St. Catherine? 💰",2025-10-13 22:18:00
562,X,Training hard for the upcoming marathon in Mandeville 🏃‍♂️,2025-10-11 16:28:00
563,Instagram,"Water shortage again in Negril, people a suffer.",2025-10-11 07:49:00
564,X,Mi see long queue fi di clinic in St. Catherine 🏥,2025-10-10 23:33:00
565,Instagram,Mi cyaan believe how high di rent dem a go in Negril 💸,2025-10-10 19:51:00
566,X,Di local festival in Portmore was pure vibes! 🎉,2025-10-14 23:28:00
567,Instagram,"Crime rates are going up in Kingston, stay safe out there 🚨",2025-10-14 04:22:00
568,YouTube,Di power cut last night was rough in Montego Bay ⚡,2025-10-12 19:56:00
569,X,"Crime rates are going up in Mandeville, stay safe out there 🚨",2025-10-14 19:18:00
570,YouTube,Mi see long queue fi di clinic in Ocho Rios 🏥,2025-10-13 20:39:00
571,YouTube,"New album by Vibes Galore just dropped, it's fire 🔥",2025-10-12 12:09:00
572,X,"Cost of living is ridiculous in Portmore, people a struggle 😓",2025-10-12 16:48:00
573,X,Di local festival in Portmore was pure vibes! 🎉,2025-10-12 09:02:00
574,Instagram,Mi glad fi see di Reggae Boyz win dem match in Montego Bay!,2025-10-14 12:41:00
575,YouTube,"That movie 'Kingston Nights' was epic, totally worth it 🎬",2025-10-11 08:17:00
576,YouTube,The Prime Minister announced new policies today in St. Catherine 🇯🇲,2025-10-10 11:03:00
577,Instagram,"Di road dem a bad shape in Kingston, we need fix it.",2025-10-12 16:08:00
578,X,Mi glad fi see di Reggae Boyz win dem match in Spanish Town!,2025-10-10 11:13:00
579,X,"Mi seh, di vibes at di concert in Montego Bay did wicked! 🎵",2025-10-12 04:51:00
580,X,Training hard for the upcoming marathon in St. Catherine 🏃‍♂️,2025-10-12 03:31:00
581,Instagram,"Cost of living is ridiculous in Kingston, people a struggle 😓",2025-10-12 20:18:00
582,YouTube,"Water shortage again in Kingston, people a suffer.",2025-10-11 00:17:00
583,X,Mi hungry fi some jerk chicken in Ocho Rios 🍗,2025-10-11 01:40:00
584,X,Mi hungry fi some jerk chicken in Montego Bay 🍗,2025-10-12 12:10:00
585,X,Gas prices are killing me today in Ocho Rios 😤,2025-10-10 21:37:00
586,X,"Taxes keep going up, when will it stop in St. Catherine? 💸",2025-10-12 10:02:00
587,YouTube,Did you see that crazy goal last night for Montego Bay ⚽,2025-10-11 06:07:00
588,Instagram,"Mi seh, di vibes at di concert in Portmore did wicked! 🎵",2025-10-12 03:24:00
589,X,"Di road dem a bad shape in Mandeville, we need fix it.",2025-10-12 09:18:00
590,Instagram,"Taxes keep going up, when will it stop in Kingston? 💸",2025-10-13 23:28:00
591,X,PM's speech today was inspiring about St. Ann 🙌,2025-10-10 06:45:00
592,YouTube,"That movie 'Sunset Drive' was epic, totally worth it 🎬",2025-10-13 06:37:00
593,YouTube,"Budget proposals are out, what do you think about Mandeville? 💰",2025-10-12 16:04:00
594,YouTube,Gas prices are killing me today in Ocho Rios 😤,2025-10-10 05:16:00
595,X,Di rain mash up di road dem in Negril 🌧️,2025-10-13 06:57:00
596,YouTube,Di rain mash up di road dem in Negril 🌧️,2025-10-14 10:24:00
597,Instagram,Did you see that crazy goal last night for Ocho Rios ⚽,2025-10-10 11:45:00
598,X,Can’t believe another shooting happened in Portmore 😡,2025-10-14 17:39:00
599,X,"Crime rates are going up in Kingston, stay safe out there 🚨",2025-10-14 13:55:00
600,Instagram,"Cost of living is ridiculous in Spanish Town, people a struggle 😓",2025-10-10 07:35:00
601,X,"Cost of living is ridiculous in Kingston, people a struggle 😓",2025-10-10 15:48:00
602,X,Our team won the championship in Portmore! 🏆,2025-10-12 15:14:00
603,YouTube,PM's speech today was inspiring about Ocho Rios 🙌,2025-10-10 14:53:00
604,Instagram,Government needs to do more for the people in Spanish Town 😠,2025-10-13 08:20:00
605,Instagram,"That movie 'Kingston Nights' was epic, totally worth it 🎬",2025-10-11 02:12:00
606,YouTube,PM's speech today was inspiring about Spanish Town 🙌,2025-10-13 00:07:00
607,YouTube,Mi cyaan believe how high di rent dem a go in St. Catherine 💸,2025-10-10 21:27:00
608,Instagram,Did you see that crazy goal last night for Spanish Town ⚽,2025-10-14 20:16:00
609,X,"Crime rates are going up in Montego Bay, stay safe out there 🚨",2025-10-12 18:38:00
610,X,"That movie 'Kingston Nights' was epic, totally worth it 🎬",2025-10-12 07:32:00
611,Instagram,Gas prices are killing me today in Montego Bay 😤,2025-10-12 08:01:00
612,X,Gas prices are killing me today in Ocho Rios 😤,2025-10-12 17:28:00
613,Instagram,Mi cyaan wait fi di next music festival in Montego Bay! 🎶,2025-10-12 16:42:00
614,X,"Crime rates are going up in Negril, stay safe out there 🚨",2025-10-13 02:09:00
615,YouTube,Di rain mash up di road dem in Kingston 🌧️,2025-10-11 07:45:00
616,YouTube,Street food a sell out fast in Mandeville 🌮,2025-10-12 12:57:00
617,Instagram,"New album by Tropical Beats just dropped, it's fire 🔥",2025-10-14 12:25:00
618,Instagram,Di rain mash up di road dem in St. Catherine 🌧️,2025-10-13 03:54:00
619,X,"Water shortage again in Mandeville, people a suffer.",2025-10-10 15:37:00
620,Instagram,PM's speech today was inspiring about Portmore 🙌,2025-10-14 23:04:00
621,YouTube,"Cost of living is ridiculous in Ocho Rios, people a struggle 😓",2025-10-14 21:29:00
622,Instagram,Did you see that crazy goal last night for Mandeville ⚽,2025-10-11 08:44:00
623,X,Hope the new law improves public services about Kingston 📜,2025-10-14 14:34:00
624,YouTube,"Water shortage again in Spanish Town, people a suffer.",2025-10-14 01:28:00
625,YouTube,"Cost of living is ridiculous in Mandeville, people a struggle 😓",2025-10-12 02:54:00
626,Instagram,"Budget proposals are out, what do you think about Spanish Town? 💰",2025-10-13 02:06:00
627,YouTube,Mi glad fi see di Reggae Boyz win dem match in Spanish Town!,2025-10-12 01:43:00
628,X,Di bus never show up again in St. Catherine 😩,2025-10-10 11:01:00
629,YouTube,Mi see long queue fi di clinic in Kingston 🏥,2025-10-11 16:34:00
630,X,Mi see long queue fi di clinic in St. Ann 🏥,2025-10-13 14:33:00
631,YouTube,Did you see that crazy goal last night for Kingston ⚽,2025-10-14 01:37:00
632,Instagram,Can’t believe another shooting happened in Kingston 😡,2025-10-14 00:57:00
633,YouTube,"Taxes keep going up, when will it stop in Mandeville? 💸",2025-10-13 02:39:00
634,YouTube,Mi cyaan believe how high di rent dem a go in Portmore 💸,2025-10-14 13:36:00
635,YouTube,Government needs to do more for the people in Montego Bay 😠,2025-10-10 02:25:00
636,X,Training hard for the upcoming marathon in Spanish Town 🏃‍♂️,2025-10-13 15:36:00
637,YouTube,The Prime Minister announced new policies today in Ocho Rios 🇯🇲,2025-10-12 04:11:00
638,X,Hope the new law improves public services about Montego Bay 📜,2025-10-12 15:40:00
639,YouTube,Di local festival in Ocho Rios was pure vibes! 🎉,2025-10-13 08:16:00
640,Instagram,Government needs to do more for the people in Negril 😠,2025-10-13 20:19:00
641,X,Mi glad fi see di Reggae Boyz win dem match in Montego Bay!,2025-10-13 04:21:00
642,Instagram,Di rain mash up di road dem in St. Ann 🌧️,2025-10-14 17:24:00
643,Instagram,"That movie 'Kingston Nights' was epic, totally worth it 🎬",2025-10-10 13:11:00
644,YouTube,Can’t believe another shooting happened in Spanish Town 😡,2025-10-15 00:51:00
645,Instagram,Di local festival in Portmore was pure vibes! 🎉,2025-10-14 20:15:00
646,Instagram,Mi glad fi see di Reggae Boyz win dem match in St. Ann!,2025-10-10 13:54:00
647,X,PM's speech today was inspiring about Spanish Town 🙌,2025-10-14 11:11:00
648,Instagram,"Budget proposals are out, what do you think about Negril? 💰",2025-10-10 23:51:00
649,X,"Mi seh, di vibes at di concert in Mandeville did wicked! 🎵",2025-10-14 19:50:00
